version,change,ci_high,ci_low,standard_error,change_pp,low_pp,high_pp
A,0.059113896589992776,0.0928866976268465,0.025341095553139056,0.017231337567041673,5.911389658999278,2.5341095553139055,9.28866976268465
B,0.098571770518884,0.1497968079404655,0.04734673309730251,0.026135703423959853,9.8571770518884,4.734673309730251,14.97968079404655
C,0.12639577461020735,0.17118499130839404,0.08160655791202065,0.022852061084529265,12.639577461020735,8.160655791202064,17.118499130839403
